City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,limon,10.0,-83.0333,87.06,79,0,4.61,CR,1686770896
366,hampton bays,40.869,-72.5176,71.92,87,75,12.66,US,1686770896
367,nuku'alofa,-21.1333,-175.2,59.34,94,20,2.3,TO,1686770896
368,livingston,55.9029,-3.5226,69.8,66,0,7.09,GB,1686770896
369,broadstairs,51.3591,1.4394,64.76,77,0,7.0,GB,1686770897
370,el calafate,-50.3408,-72.2768,38.43,86,95,4.74,AR,1686770897
371,prieska,-29.6641,22.7474,51.98,62,45,12.35,ZA,1686770897
372,santana,-0.0583,-51.1817,91.58,55,40,10.36,BR,1686770897
373,arar,30.9753,41.0381,89.64,21,0,8.63,SA,1686770898
374,primero de mayo,-32.2552,-58.4228,56.82,38,0,5.23,AR,1686770898
375,preobrazheniye,42.9019,133.9064,56.7,92,0,7.0,RU,1686770898
376,sabang,5.8933,95.3214,83.46,76,100,17.87,ID,1686770898
377,eyl,7.9803,49.8164,78.8,80,99,22.01,SO,1686770899
378,nouadhibou,20.931,-17.0347,69.58,82,9,23.17,MR,1686770899
379,el granada,37.5027,-122.4694,79.07,73,100,11.5,US,1686770657
380,pasaje,-3.3333,-79.8167,85.71,79,98,5.79,EC,1686770899
381,dzhetygara,52.1908,61.2006,61.54,36,91,7.18,KZ,1686770900
382,tambura,5.6,27.4667,69.67,95,100,3.47,SS,1686770900
383,shortandy,51.7006,70.9994,52.97,41,0,5.99,KZ,1686770900
384,hami,42.8,93.45,83.01,14,88,13.44,CN,1686770900
385,phai sali,15.5976,100.6585,81.52,73,100,8.93,TH,1686770900
386,tubmanburg,6.8708,-10.8172,75.06,92,58,3.83,LR,1686770900
387,jwaneng,-24.6004,24.7303,52.47,30,0,4.21,BW,1686770901
388,chui,-33.6971,-53.4616,54.61,57,0,6.04,UY,1686770901
389,manokwari,-0.8667,134.0833,77.27,84,100,8.1,ID,1686770901
390,akrehamn,59.2667,5.1833,63.0,72,0,6.91,NO,1686770901
391,kirakira,-10.4544,161.9205,78.49,86,17,5.55,SB,1686770719
392,tingambato,19.5,-101.8667,78.73,23,99,7.16,MX,1686770901
393,revelstoke,50.9832,-118.2023,57.22,77,100,8.05,CA,1686770902
394,zheleznodorozhnyy,55.7503,38.0042,68.52,67,38,5.68,RU,1686770902
395,shenjiamen,29.9576,122.298,70.79,92,100,7.65,CN,1686770902
396,arraial do cabo,-22.9661,-42.0278,75.06,83,40,8.05,BR,1686770902
397,illizi,26.4833,8.4667,96.37,14,8,1.5,DZ,1686770902
398,az zulfi,26.2995,44.8154,93.31,14,3,6.53,SA,1686770903
399,fort mcmurray,56.7268,-111.381,53.19,100,100,14.97,CA,1686770753
400,labytnangi,66.6572,66.4183,37.85,82,100,14.43,RU,1686770903
401,dinar,38.065,30.1656,64.36,80,75,3.42,TR,1686770903
402,sisimiut,66.9395,-53.6735,36.21,68,59,7.61,GL,1686770903
403,pangkalpinang,-2.1333,106.1333,77.5,92,100,5.06,ID,1686770903
404,nema,57.5067,50.5011,54.68,77,22,5.26,RU,1686770904
405,chibougamau,49.9168,-74.3659,69.42,49,100,8.05,CA,1686770904
406,corner brook,48.9667,-57.9484,78.96,41,100,7.45,CA,1686770904
407,es castell,39.8795,4.2854,72.28,78,20,9.22,ES,1686770642
408,vilhena,-12.7406,-60.1458,61.02,72,75,9.22,BR,1686770780
409,san luis de la loma,17.2706,-100.8939,91.92,53,11,11.1,MX,1686770904
410,saldanha,-33.0117,17.9442,57.25,88,100,10.65,ZA,1686770905
411,remire-montjoly,4.9167,-52.2667,80.64,94,75,10.36,GF,1686770619
412,cadale,2.7603,46.3222,79.21,84,100,15.55,SO,1686770905
413,dalhart,36.0595,-102.5133,78.48,33,0,6.91,US,1686770905
414,fortuna foothills,32.6578,-114.4119,96.22,18,0,6.91,US,1686770905
415,pop,40.8736,71.1089,77.49,38,99,4.52,UZ,1686770905
416,mogadishu,2.0371,45.3438,78.96,84,100,16.4,SO,1686770906
417,borujen,31.9652,51.2873,69.91,21,0,4.18,IR,1686770906
418,qulsary,46.9531,54.0198,89.94,17,100,21.85,KZ,1686770906
419,santarem,-2.4431,-54.7083,86.13,74,20,9.22,BR,1686770738
420,bamboo flat,11.7,92.7167,80.69,83,75,9.22,IN,1686770906
421,jawf al maqbabah,13.8378,45.8349,85.53,55,100,0.34,YE,1686770907
422,palamos,41.8484,3.1291,80.11,45,5,1.01,ES,1686770649
423,reynosa,26.0833,-98.2833,100.42,31,75,20.71,MX,1686770701
424,bafq,31.6128,55.4107,94.42,12,3,6.31,IR,1686770907
425,sur,22.5667,59.5289,89.26,58,100,11.27,OM,1686770907
426,uturoa,-16.7333,-151.4333,81.5,79,48,17.76,PF,1686770908
427,coracora,-15.0333,-73.7833,61.93,20,0,9.53,PE,1686770908
428,fulton,33.7668,-84.4499,73.81,90,75,9.22,US,1686770908
429,margate,51.3813,1.3862,64.87,78,0,7.0,GB,1686770908
430,shimoda,34.6667,138.95,68.11,91,100,1.45,JP,1686770908
431,chateaudun,48.0833,1.3333,77.14,65,15,7.16,FR,1686770909
432,usinsk,65.9939,57.5281,40.06,70,47,19.13,RU,1686770909
433,moroni,-11.7022,43.2551,74.82,72,5,6.98,KM,1686770897
434,beni mellal,32.3373,-6.3498,86.74,24,0,6.55,MA,1686770777
435,bathsheba,13.2167,-59.5167,88.41,70,40,16.11,BB,1686770909
436,kavaratti,10.5669,72.642,85.06,75,94,17.78,IN,1686770909
437,fethiye,36.6217,29.1164,73.27,71,0,2.33,TR,1686770910
438,nadym,65.5333,72.5167,39.27,89,18,13.24,RU,1686770910
439,turuntayevo,52.2,107.6167,53.69,88,100,13.71,RU,1686770910
440,krasnogvardeyskoye,45.8456,41.5186,69.21,86,25,6.55,RU,1686770910
441,clarinda,40.7419,-95.0383,86.32,26,0,3.44,US,1686770910
442,dakhla,23.6848,-15.958,71.47,81,0,19.15,EH,1686770911
443,kuressaare,58.2481,22.5039,63.95,47,0,7.72,EE,1686770911
444,mopti,14.6667,-4.0,88.79,52,32,20.67,ML,1686770912
445,lerwick,60.1545,-1.1494,58.42,75,35,6.64,GB,1686770912
446,iron mountain,45.8202,-88.066,75.02,50,0,0.0,US,1686770685
447,chernigovka,44.3389,132.5728,57.15,82,74,6.49,RU,1686770912
448,rondonopolis,-16.4708,-54.6356,59.76,64,100,9.4,BR,1686770773
449,bogande,12.9714,-0.1436,93.25,38,11,3.94,BF,1686770913
450,hagere hiywet,8.9833,37.85,60.53,90,100,3.67,ET,1686770913
451,mar del plata,-38.0023,-57.5575,53.94,55,0,20.71,AR,1686770636
452,yeppoon,-23.1333,150.7333,53.38,77,2,8.16,AU,1686770913
453,altamont,42.2068,-121.7372,67.77,29,0,14.97,US,1686770914
454,talodi,10.6325,30.3797,75.13,84,100,1.77,SD,1686770914
455,choyr,46.3611,108.3611,60.49,43,0,5.14,MN,1686770914
456,homer,59.6425,-151.5483,55.29,58,100,4.61,US,1686770914
457,zelenogradsk,54.9589,20.4767,60.85,74,40,6.71,RU,1686770914
458,howard springs,-12.497,131.047,71.51,65,100,5.68,AU,1686770914
459,dakoro,14.5106,6.765,96.62,26,72,4.09,NE,1686770915
460,brisas de zicatela,15.8369,-97.0419,93.72,59,20,11.5,MX,1686770915
461,paharpur,32.1038,70.9724,96.37,30,3,6.26,PK,1686770915
462,kayangel,8.0823,134.7173,83.23,74,96,9.17,PW,1686770915
463,kilindoni,-7.9139,39.6668,78.19,70,84,10.98,TZ,1686770915
464,tofol,5.3248,163.0078,82.72,79,89,16.44,FM,1686770915
465,harrismith,-28.2728,29.1295,48.85,40,0,16.73,ZA,1686770916
466,lupane,-18.9315,27.807,53.62,18,0,1.14,ZW,1686770916
467,adam,22.3756,57.5233,97.79,16,100,12.12,OM,1686770916
468,berezovyy,51.6667,135.7,51.12,98,96,2.46,RU,1686770916
469,mingguang,32.7802,117.9638,73.17,50,0,7.85,CN,1686770916
470,socorro,31.6546,-106.3033,93.06,9,40,8.05,US,1686770620
471,ilomantsi,62.6716,30.9328,58.69,51,21,3.06,FI,1686770908
472,shingu,33.7333,135.9833,70.43,92,100,2.46,JP,1686770917
473,east london,-33.0153,27.9116,57.81,73,100,10.67,ZA,1686770917
474,kruisfontein,-34.0033,24.7314,56.88,72,45,23.04,ZA,1686770917
475,sol'-iletsk,51.1631,54.9918,71.85,41,100,8.84,RU,1686770917
476,port saint john's,-31.6229,29.5448,63.37,70,100,6.96,ZA,1686770918
477,dingcheng,32.1272,115.0394,75.09,59,96,7.38,CN,1686770918
478,san luis,-33.295,-66.3356,61.54,14,17,4.07,AR,1686770917
479,pingyi,35.5006,117.6308,70.54,59,0,5.7,CN,1686770918
480,pingliang,35.5392,106.6861,61.43,49,100,3.62,CN,1686770918
481,macapa,0.0389,-51.0664,91.38,55,40,10.36,BR,1686770918
482,najran,17.4924,44.1277,87.42,17,100,6.29,SA,1686770892
483,kisanga,-7.4362,37.7034,72.3,74,48,2.42,TZ,1686770839
484,taishan,22.2514,112.7799,78.19,91,100,1.48,CN,1686770919
485,fortuna,40.5982,-124.1573,62.65,85,100,11.5,US,1686770919
486,lexington,37.9887,-84.4777,82.4,43,0,12.66,US,1686770890
487,ola,59.5833,151.2833,44.29,77,52,3.62,RU,1686770919
488,coremas,-7.0144,-37.9458,89.51,40,92,5.55,BR,1686770919
489,acajutla,13.5928,-89.8275,87.17,69,100,6.31,SV,1686770920
490,morehead city,34.7229,-76.726,84.99,78,0,24.16,US,1686770920
491,chegdomyn,51.1167,133.0167,42.73,88,0,3.15,RU,1686770920
492,howrah,22.5892,88.3103,89.6,84,40,14.97,IN,1686770920
493,burang,30.25,81.1667,42.39,82,97,5.23,CN,1686770920
494,axim,4.8699,-2.2405,78.1,73,61,7.27,GH,1686770920
495,inayauan,9.9005,122.434,79.14,84,100,6.85,PH,1686770920
496,sao raimundo das mangabeiras,-7.0219,-45.4811,94.82,29,5,6.71,BR,1686770921
497,sinop,41.7711,34.8709,57.6,94,98,2.64,TR,1686770921
498,safford,32.834,-109.7076,92.12,13,0,4.0,US,1686770806
499,fuman,37.2273,49.3142,76.5,71,20,3.91,IR,1686770921
500,puerto santa,-8.9906,-78.6456,74.43,69,97,11.23,PE,1686770921
501,adrar,20.5022,-10.0711,98.28,13,2,6.93,MR,1686770921
502,kukawa,12.9234,13.5606,89.96,45,84,9.4,NG,1686770921
503,praia da vitoria,38.7333,-27.0667,67.91,80,22,18.9,PT,1686770852
504,kiunga,-6.1219,141.2906,73.53,99,100,2.44,PG,1686770922
505,beitbridge,-22.2167,30.0,65.55,22,0,9.89,ZW,1686770922
506,biharamulo,-2.6319,31.3089,64.17,81,24,2.66,TZ,1686770922
507,bandarbeyla,9.4942,50.8122,78.03,83,100,27.4,SO,1686770922
508,topolobampo,25.6,-109.05,93.11,40,75,17.27,MX,1686770922
509,turkmenbasy,40.0222,52.9552,83.17,24,0,6.91,TM,1686770922
510,hammerfest,70.6634,23.6821,46.85,81,75,29.93,NO,1686770923
511,tumayr,25.7039,45.868,90.45,15,7,6.33,SA,1686770923
512,khatima,28.9167,79.9667,87.89,39,0,6.46,IN,1686770923
513,port hedland,-20.3167,118.5667,66.25,26,69,12.66,AU,1686770923
514,el-tor,28.2364,33.6254,84.34,54,0,12.66,EG,1686770923
515,urengoy,65.9667,78.3667,38.32,91,100,27.11,RU,1686770924
516,viedma,-40.8135,-62.9967,63.9,13,61,11.68,AR,1686770924
517,la'ie,21.6477,-157.9253,82.36,78,28,5.99,US,1686770924
518,nuuk,64.1835,-51.7216,41.88,56,1,5.01,GL,1686770674
519,kudahuvadhoo,2.6708,72.8944,83.55,77,99,13.47,MV,1686770924
520,aswan,24.0934,32.907,96.1,21,0,13.8,EG,1686770924
521,polyarnyy,69.1989,33.4478,49.33,72,100,14.32,RU,1686770925
522,berdigestyakh,62.0989,126.6992,45.64,79,70,6.42,RU,1686770925
523,talara,-4.5772,-81.2719,83.16,57,0,16.11,PE,1686770925
524,luderitz,-26.6481,15.1594,56.79,80,0,5.57,NA,1686770925
525,kuchera,26.9839,73.9719,93.0,38,34,24.4,IN,1686770925
526,galliano,29.4422,-90.2992,93.99,59,40,16.11,US,1686770925
527,oromocto,45.8351,-66.4792,68.14,86,100,8.05,CA,1686770730
528,nyala,12.05,24.8833,88.02,44,100,3.85,SD,1686770926
529,varzea da palma,-17.5981,-44.7308,86.7,31,67,4.07,BR,1686770926
530,tonj,7.2737,28.6822,78.4,66,100,3.33,SS,1686770926
531,pachino,36.7186,15.0907,71.46,82,98,8.79,IT,1686770926
532,nyagan,62.1406,65.3936,49.69,53,85,10.0,RU,1686770926
533,winnemucca,40.973,-117.7357,73.45,40,0,9.22,US,1686770926
534,manga,11.6636,-1.0731,89.73,47,74,1.83,BF,1686770926
535,calabozo,8.9242,-67.4293,86.92,63,100,4.5,VE,1686770927
536,cedeira,43.6797,-8.0209,67.05,77,22,10.27,ES,1686770927
537,piacabucu,-10.4056,-36.4344,79.23,75,90,10.42,BR,1686770822
538,darlowo,54.421,16.4107,57.34,80,67,11.79,PL,1686770927
539,ad darb,17.7229,42.2526,96.78,36,100,10.69,SA,1686770927
540,copiapo,-27.3667,-70.3333,58.69,15,72,4.9,CL,1686770927
541,tanumah,27.1,44.1333,94.41,13,7,8.01,SA,1686770928
542,porto novo,6.4965,2.6036,79.34,78,100,10.02,BJ,1686770923
543,mormugao,15.4,73.8,82.15,80,100,10.85,IN,1686770928
544,alaghsas,17.0187,8.0168,98.29,21,94,5.57,NE,1686770928
545,christchurch,-43.5333,172.6333,50.92,83,40,6.91,NZ,1686770928
546,vernon,50.2581,-119.2691,63.3,49,100,8.99,CA,1686770928
547,novodvinsk,64.4165,40.8122,52.09,61,1,1.36,RU,1686770928
548,mountain home,43.133,-115.6912,69.42,30,20,10.36,US,1686770796
549,culfa,38.9558,45.6308,78.67,55,68,4.45,AZ,1686770929
550,rongelap,11.1635,166.8941,81.81,79,77,21.43,MH,1686770929
551,presque isle,46.6811,-68.0159,67.01,84,100,8.05,US,1686770929
552,gbadolite,4.2833,21.0167,72.82,93,89,2.3,CD,1686770929
553,armidale,-30.5167,151.65,31.14,95,0,2.44,AU,1686770930
554,gizo,-8.103,156.8419,82.44,79,80,17.27,SB,1686770719
555,cam ranh,11.9214,109.1591,84.16,74,20,2.3,VN,1686770930
556,garachico,28.7781,-17.7646,69.91,68,20,9.22,ES,1686770930
557,kuqa,41.7278,82.9364,82.17,26,100,7.61,CN,1686770930
558,suva,-18.1416,178.4415,72.88,94,75,6.91,FJ,1686770930
559,south lake tahoe,38.9332,-119.9844,73.62,47,20,5.99,US,1686770810
560,todos santos,23.45,-110.2167,75.85,53,9,6.29,MX,1686770931
561,pasni,25.2631,63.471,84.79,82,100,7.25,PK,1686770931
562,nago,26.5881,127.9761,76.05,94,100,5.12,JP,1686770931
563,pacific grove,36.6177,-121.9166,67.39,84,75,8.05,US,1686770931
564,quibdo,5.6947,-76.6611,84.49,84,100,2.91,CO,1686770931
565,glace bay,46.1969,-59.957,56.57,90,100,16.11,CA,1686770931
566,majdal shams,33.2684,35.7694,59.36,86,0,6.73,IL,1686770932
567,bargaal,11.2864,51.0773,85.21,63,100,10.78,SO,1686770722
568,barclayville,4.6797,-8.2339,77.25,72,73,5.55,LR,1686770932
569,antalaha,-14.9003,50.2788,71.64,88,31,5.1,MG,1686770932
570,isangel,-19.55,169.2667,71.71,83,20,0.0,VU,1686770932
